,Unnamed: 0,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Payday Loan,Credit-Builder Loan,Mortgage Loan,Debt Consolidation Loan,Student Loan,Home Equity Loan,Auto Loan,Personal Loan,Not Specified,Credit_Score,Payment_of_Min_Amount
8810,,,,,,,,,,,,,4082.37,,,,,,,,,,,,,,,,
8811,,,,,,,,,,,,,4082.37,,,,,,,,,,,,,,,,
8812,,,,,,,,,,,32.98,,4082.37,,,,,,,,,,,,,,,,
8813,,,,,,,,100.0,,,,,4082.37,,,,,,,,,,,,,,,,
8814,,,2515109.0,,,,,,,,,,4082.37,,,,,,,,,,,,,,,,
8815,,,,,,,,,,,,,4082.37,,,,,,,,,,,,,,,,
8816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8819,,,10137006.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8824,,,14041046.0,,,,,,,,,,,,,,603.2782665,,,,,,,,,,,,
8825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8826,,,,,,,4170.0,,,,,,,,,,,,,,,,,,,,,,
8827,,,,,,,,,,,,,,,,,,910.4780865,,,,,,,,,,,
8828,,,,,,,,,,,,,,,,,666.6536985,,,,,,,,,,,,
8829,,,,,,,,,,,,,,,,,1304.566699,,,,,,,,,,,,
8830,,,,,1656.0,,,,,,,,,,,,,,,,,,,,,,,,
8831,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
8832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8833,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,
8834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8839,,,,,,,,,57.0,,,1189.0,,,,,,,,,,,,,,,,,
8840,,,,,,,,,,,,,,,,,,1013.141842,,,,,,,,,,,
8841,,,,,,,,,,,,,,,,,,988.224472,,,,,,,,,,,
8842,,,,,,,,,,,,,,,,,791.7817211,,,,,,,,,,,,
8843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8844,,,,,,,,,,,,,,,,,,965.4877112,,,,,,,,,,,
8845,,,,,,,,,,,,,,,,34681.0,,,,,,,,,,,,,
8846,,,,,,,,,,,,,,,,,,990.9481882,,,,,,,,,,,
8847,,,,,,,,,,,,,,,,,,896.3970156,,,,,,,,,,,
8848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8852,,6962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8856,,,,,,685.0,,,,,,,,,,,,,,,,,,,,,,,
8857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8858,,,,,,,,,,,,,,,,76909.0,,,,,,,,,,,,,
8859,,-500.0,,,,390.0,,,,,,,,,,,10000.0,,,,,,,,,,,,
8860,,,,,,,,,,,,,,,,,680.1778727,,,,,,,,,,,,
8861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8872,,,,,,,,,,,,,,,,,640.4202425,,,,,,,,,,,,
8873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8875,,,,,,,,,,,,,,,,76754.0,,,,,,,,,,,,,
8876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8880,,,,,,630.0,,100.0,,,,,,,,,,790.4003954,,,,,,,,,,,
8881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8882,,,,,,,3366.0,,,,,,,,,,,,,,,,,,,,,,
8883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8887,,,,,,,,,,,,,,,,,647.6575057,,,,,,,,,,,,
8888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8889,,,,,,,3529.0,,,,,,,,,,,,,,,,,,,,,,
8890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8894,,,,,,,4616.0,,,,,,,,,,,,,,,,,,,,,,
8895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8897,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
8898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8899,,,,,,,,,,,,,,,,33952.0,,,,,,,,,,,,,
8900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8905,,,,,,207.0,,,,,,,,,,,,,,,,,,,,,,,
8906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8912,,,,,,,,,,,,,,,,80850.0,,,,,,,,,,,,,
8913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8914,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
8915,,,,,,641.0,,,,,,,,,,,,,,,,,,,,,,,
8916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8918,,,,,1113.0,,,,,,,,,,,,,,,,,,,,,,,,
8919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8924,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
8925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8927,,-500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8935,,,,,,,,,,,,2328.0,,,,,,,,,,,,,,,,,
8936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8943,,,,,,,,,,,,1826.0,,,,,,,,,,,,,,,,,
8944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8946,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
8947,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
8948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8950,,3578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8953,,,,,,,,,,,,,,,,,,885.7752559,,,,,,,,,,,
8954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8955,,,,,,,,,,,,,,,,,,853.1989666,,,,,,,,,,,
8956,,,,,,,,,,,,,,,,,759.0514189,,,,,,,,,,,,
8957,,7805.0,,,,172.0,,,,,,,,,,,,864.4916171,,,,,,,,,,,
8958,,,,,,,,,,,,,,,,,,837.3100094,,,,,,,,,,,
8959,,,,,,,,,,,,,,,,,680.7513814,,,,,,,,,,,,
8960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8963,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
8964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8965,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
8966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8967,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
8968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8969,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
8970,,,,,,,,,,,,2548.0,,,,,,,,,,,,,,,,,
8971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8982,,,,,,,,,,,,,,,,61440.0,,,,,,,,,,,,,
8983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8989,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
8990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8994,,,,,,,,,,,,233.0,,,,,,,,,,,,,,,,,
8995,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
8996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8997,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
8998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9000,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
9001,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
9002,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
9003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9004,,,,,,,,,,,,,,,,17866.0,,,,,,,,,,,,,
9005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9016,,4572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
9020,,,,,,156.0,,,,,,,,,,,,,,,,,,,,,,,
9021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9025,,,,,,,,,,,,,,,,64349.0,,,,,,,,,,,,,
9026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9029,,5589.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
9036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9038,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
9039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9045,,,,,,,,,,,,,,,,790.339473,,,,,,,,,,,,,
9046,,,,,,,,,,,,,,,,790.339473,,,,,,,,,,,,,
9047,,,,,,,,,,,,,,,,790.339473,,,,,,,,,,,,,
9048,,,,,,287.0,2084.0,,,,,,,,,,735.0919381,,,,,,,,,,,,
9049,,328.0,,,1715.0,,,,,,,463.0,,,,,,897.0518957,,,,,,,,,,,
9050,,,,,,,,,,,,,,,,,,956.5185022,,,,,,,,,,,
9051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9052,,,,,,,,,,,,,,,,,,950.0978426,,,,,,,,,,,
9053,,,,,964.0,,4471.0,,,,,,,,,,,921.8333541,,,,,,,,,,,
9054,,,,,,,,,,,,,,,,,,984.0507529,,,,,,,,,,,
9055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9056,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,
9057,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,
9058,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,
9059,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,
9060,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,
9061,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,
9062,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,
9063,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,
9064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9071,,,14506463.0,,,,,,,,,,,,,65254.0,,,,,,,,,,,,,
9072,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
9073,,-500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9083,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
9084,,,,,,,1918.0,,,,,,,,,,,,,,,,,,,,,,
9085,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
9086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9089,,,,,1533.0,,,,,,,,,,,,,,,,,,,,,,,,
9090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9102,,,,,,,,,,,,,,,,42827.0,,,,,,,,,,,,,
9103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9104,,,,,,,,,,,,,,,,47210.0,10000.0,,,,,,,,,,,,
9105,,,,,,,,,,211.0,,,,,,,,,,,,,,,,,,,
9106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9112,,,,,,,,,,,,,,,,,,837.5590048,,,,,,,,,,,
9113,,,,,,,,,,,,,,,,,,830.9190676,,,,,,,,,,,
9114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9115,,,,,,,,,,,,,,,,,754.4918567,,,,,,,,,,,,
9116,,,,,,,,,,,,,,,,,,934.471624,,,,,,,,,,,
9117,,,,,,,,,,,,,,,,3364.0,,,,,,,,,,,,,
9118,,,,,,,,,,,,,,,,,,866.4374439,,,,,,,,,,,
9119,,,,,,,,,,,,,,,,,847.8047617,,,,,,,,,,,,
9120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9123,,,,,,1298.0,,,,,,,,,,,,,,,,,,,,,,,
9124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9125,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,
9126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9128,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,
9129,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,
9130,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,
9131,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,
9132,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,
9133,,,,,,,,,56.0,,,,,,,,10000.0,,,,,,,,,,,,
9134,,1678.0,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,
9135,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,
9136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9138,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,
9139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9141,,,,,,,,,,793.0,,,,,,,,,,,,,,,,,,,
9142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9144,,,,,,,,,,,,,,,,,888.1335166,,,,,,,,,,,,
9145,,,9136633.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9146,,,,,,,,,,,,,,,,,,952.3685276,,,,,,,,,,,
9147,,,,,,,,,,,,,,,,,,950.2348648,,,,,,,,,,,
9148,,,,,,,,,,,,,,,,,,1068.891394,,,,,,,,,,,
9149,,,,,,,,,,,,,,,,,734.0364626,,,,,,,,,,,,
9150,,,,,,,,,,,,,,,,,,997.4428,,,,,,,,,,,
9151,,,,,,,,,,,,,,,,,,1084.46121,,,,,,,,,,,
9152,,,,,,,,,,,,,4569.66,,,,,,,,,,,,,,,,
9153,,,,,,,,,,,,,4569.66,,,,,,,,,,,,,,,,
9154,,,,,1789.0,,,,,,,,4569.66,,,,,,,,,,,,,,,,
9155,,,,,,,,100.0,,,,,4569.66,,,,,,,,,,,,,,,,
9156,,,,,,,,,,,,,4569.66,,,,,,,,,,,,,,,,
9157,,,,,,,,,,,,,4569.66,,,,,,,,,,,,,,,,
9158,,,,,,,,,,,,,4569.66,,,,,,,,,,,,,,,,
9159,,,,,,,,,,,,,4569.66,,,,,,,,,,,,,,,,
9160,,,,,,,,,,,,,,,,,,1210.253541,,,,,,,,,,,
9161,,,,,,,,100.0,,,,,,,,,772.3306013,,,,,,,,,,,,
9162,,,,,,,,,,,,,,,,,,1080.076124,,,,,,,,,,,
9163,,,,,,,,,,,,,,,,,,888.8081407,,,,,,,,,,,
9164,,,,,,,,,,,,,,,,,948.1752427,,,,,,,,,,,,
9165,,,,,,,,,,,,,,,,,,1139.568507,,,,,,,,,,,
9166,,,,,,,,,,,,,,,,,1106.69058,,,,,,,,,,,,
9167,,,,,,,,,,,,2208.0,,,,,,930.5993937,,,,,,,,,,,
9168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9174,,,15724911.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9176,,,,,,,,,,,,,4953.93,,,,,,,,,,,,,,,,
9177,,,,,,,,,,,,,4953.93,,,,,,,,,,,,,,,,
9178,,,,,,,,,,,,,4953.93,,,,,,,,,,,,,,,,
9179,,,,,,,,,,,,,4953.93,,,,,,,,,,,,,,,,
9180,,,20513375.0,,,1356.0,,,,,,,4953.93,,,,,,,,,,,,,,,,
9181,,,23385723.0,,,,,,,,,,4953.93,,,,,,,,,,,,,,,,
9182,,,,,,,,100.0,,,,,4953.93,,,,10000.0,,,,,,,,,,,,
9183,,,,,,,,,,,,,4953.93,,,,,,,,,,,,,,,,
9184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9185,,,,,,,,,,,,391.0,,,,9575.0,,,,,,,,,,,,,
9186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9187,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
9188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9192,,,,,,,,,,,,,,,,,,934.889648,,,,,,,,,,,
9193,,,,,,,,,,,,,,,,,,872.7361724,,,,,,,,,,,
9194,,,,,,,,,,,,,,,,,,865.5660481,,,,,,,,,,,
9195,,,,,,,,,,,,,,,,,,859.1806496,,,,,,,,,,,
9196,,,,,,,,,,,,,,,,,,806.6069542,,,,,,,,,,,
9197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9198,,,,,,,,,,,,,,,,,10000.0,815.1216684,,,,,,,,,,,
9199,,,,,,,,,,,,,,,,,,790.3831263,,,,,,,,,,,
9200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9201,,,,,,,,,,,,,,,,65237.0,,,,,,,,,,,,,
9202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9204,,,,,,,,,,,,301.0,,,,,,,,,,,,,,,,,
9205,,,,,,,,,,,,,,,,,,849.1548514,,,,,,,,,,,
9206,,,,,,,,,,,,,,,,,879.6352977,,,,,,,,,,,,
9207,,,,,,,,,,,,,,,,,,861.2858671,,,,,,,,,,,
9208,,1512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9211,,,,,,,,,,,,,,,,,645.0937529,,,,,,,,,,,,
